work_id,mp_name,district,implementing_agency,work_category,cost_estimate_lakhs,general_risk,fund_risk,timeline_risk,duplicate_risk,base_risk,final_risk_score,risk_level,inspection_priority,risk_reasons
W11432,Tanish Iyer,Nagpur,Municipal Corporation,Road Construction,32.99,20.88,0.0,0.0,0.0,20.88,8.35,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11010,Ekansh Sami,Mysuru,District Rural Development Agency,Community Health Center,42.51,20.88,0.0,0.0,0.0,20.88,8.35,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11597,Eesha Memon,Howrah,State Housing Board,Community Health Center,29.21,20.82,0.0,0.0,0.0,20.82,8.33,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12673,Jagat Mangat,Howrah,Zilla Panchayat,Road Construction,34.73,20.8,0.0,0.0,0.0,20.8,8.32,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12494,Yamini Chand,Varanasi,Public Works Department,Public Toilet Complex,2.24,20.8,0.0,0.0,0.0,20.8,8.32,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11421,Hemang Bava,Bengaluru Urban,State Housing Board,Street Lighting,1.46,20.76,0.0,0.0,0.0,20.76,8.31,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12036,Ekansh Sami,Mysuru,State Housing Board,Street Lighting,3.17,20.78,0.0,0.0,0.0,20.78,8.31,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11743,Ekansh Sami,Howrah,District Rural Development Agency,Community Health Center,31.9,20.73,0.0,0.0,0.0,20.73,8.29,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11942,Tanish Iyer,Bengaluru Urban,Municipal Corporation,Street Lighting,1.49,20.7,0.0,0.0,0.0,20.7,8.28,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12779,Ishwar Boase,Chennai,District Rural Development Agency,Road Construction,29.85,20.71,0.0,0.0,0.0,20.71,8.28,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11774,Lucky Prashad,Howrah,State Housing Board,Community Health Center,27.0,20.71,0.0,0.0,0.0,20.71,8.28,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10103,Triya Khatri,Asansol,Zilla Panchayat,Drinking Water Supply,14.03,20.7,0.0,0.0,0.0,20.7,8.28,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11424,Meera Banerjee,Dharwad,State Housing Board,Street Lighting,2.47,20.67,0.0,0.0,0.0,20.67,8.27,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11820,Victor Venkataraman,Thane,Zilla Panchayat,Street Lighting,1.54,20.65,0.0,0.0,0.0,20.65,8.26,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12910,Pallavi Krish,Kolkata,Zilla Panchayat,Public Toilet Complex,3.85,20.66,0.0,0.0,0.0,20.66,8.26,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12531,Bachittar Choudhry,Madurai,State Housing Board,Public Toilet Complex,7.94,20.63,0.0,0.0,0.0,20.63,8.25,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12358,Ronith Zachariah,Asansol,State Housing Board,Drainage System,13.55,20.63,0.0,0.0,0.0,20.63,8.25,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11411,Eesha Memon,Belagavi,Municipal Corporation,Community Health Center,41.64,20.6,0.0,0.0,0.0,20.6,8.24,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10859,Ria Ratta,Kolkata,Zilla Panchayat,Public Toilet Complex,3.28,20.57,0.0,0.0,0.0,20.57,8.23,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11136,Ishwar Boase,Lucknow,Zilla Panchayat,Community Health Center,41.82,20.54,0.0,0.0,0.0,20.54,8.22,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11270,Owen Bala,Thane,District Rural Development Agency,Drinking Water Supply,18.69,20.55,0.0,0.0,0.0,20.55,8.22,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10808,Yadavi Deshmukh,Pune,Zilla Panchayat,Street Lighting,4.83,20.55,0.0,0.0,0.0,20.55,8.22,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11919,Varsha Morar,Nagpur,District Rural Development Agency,Drainage System,13.92,20.54,0.0,0.0,0.0,20.54,8.22,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11338,Ekansh Sami,Asansol,State Housing Board,Street Lighting,1.14,20.52,0.0,0.0,0.0,20.52,8.21,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11154,Yamini Chand,Agra,District Rural Development Agency,Drainage System,12.62,20.53,0.0,0.0,0.0,20.53,8.21,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11138,Ekansh Sami,Kolkata,Municipal Corporation,Road Construction,39.16,20.53,0.0,0.0,0.0,20.53,8.21,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12520,Vrinda Biswas,Agra,Public Works Department,Public Toilet Complex,4.64,20.48,0.0,0.0,0.0,20.48,8.19,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11541,Widisha Yohannan,Varanasi,Municipal Corporation,Drinking Water Supply,19.81,20.48,0.0,0.0,0.0,20.48,8.19,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12409,Ronith Zachariah,Mysuru,Municipal Corporation,Community Health Center,23.63,20.49,0.0,0.0,0.0,20.49,8.19,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11633,Ekansh Sami,Belagavi,District Rural Development Agency,Road Construction,22.86,20.45,0.0,0.0,0.0,20.45,8.18,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12908,Gabriel Thaman,Belagavi,District Rural Development Agency,Public Toilet Complex,3.32,20.46,0.0,0.0,0.0,20.46,8.18,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12091,Harrison Kapur,Coimbatore,Zilla Panchayat,Road Construction,13.95,20.45,0.0,0.0,0.0,20.45,8.18,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11973,Rayaan Mand,Coimbatore,Public Works Department,Road Construction,20.54,20.45,0.0,0.0,0.0,20.45,8.18,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12927,Azaan Gupta,Coimbatore,Zilla Panchayat,Community Health Center,36.05,20.43,0.0,0.0,0.0,20.43,8.17,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11304,Meera Banerjee,Darjeeling,Municipal Corporation,Community Health Center,28.52,20.41,0.0,0.0,0.0,20.41,8.16,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10061,Ishwar Boase,Pune,Zilla Panchayat,Drinking Water Supply,10.07,20.41,0.0,0.0,0.0,20.41,8.16,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12532,Yadavi Deshmukh,Asansol,Zilla Panchayat,Community Health Center,11.07,20.4,0.0,0.0,0.0,20.4,8.16,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11553,Yutika Rana,Nagpur,Zilla Panchayat,Road Construction,30.09,20.41,0.0,0.0,0.0,20.41,8.16,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12501,Triya Khatri,Chennai,Public Works Department,Community Health Center,21.99,20.41,0.0,0.0,0.0,20.41,8.16,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12135,Yutika Rana,Thane,State Housing Board,Community Health Center,28.12,20.37,0.0,0.0,0.0,20.37,8.15,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12544,Onveer Kata,Dharwad,Public Works Department,Road Construction,27.25,20.37,0.0,0.0,0.0,20.37,8.15,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11110,Bachittar Choudhry,Lucknow,Zilla Panchayat,Street Lighting,1.78,20.37,0.0,0.0,0.0,20.37,8.15,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10261,Victor Venkataraman,Varanasi,District Rural Development Agency,Street Lighting,5.89,20.34,0.0,0.0,0.0,20.34,8.14,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12678,Harrison Kapur,Kolkata,Zilla Panchayat,Road Construction,29.8,20.33,0.0,0.0,0.0,20.33,8.13,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10064,Widisha Yohannan,Howrah,Municipal Corporation,Community Health Center,37.98,20.32,0.0,0.0,0.0,20.32,8.13,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12923,Gabriel Thaman,Mysuru,District Rural Development Agency,Street Lighting,1.98,20.34,0.0,0.0,0.0,20.34,8.13,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11872,Varsha Morar,Agra,Zilla Panchayat,Public Toilet Complex,5.72,20.33,0.0,0.0,0.0,20.33,8.13,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11009,Meera Banerjee,Howrah,Zilla Panchayat,Community Health Center,29.37,20.31,0.0,0.0,0.0,20.31,8.13,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11695,Widisha Yohannan,Kanpur,District Rural Development Agency,Community Health Center,28.93,20.3,0.0,0.0,0.0,20.3,8.12,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12556,Pallavi Krish,Agra,State Housing Board,Road Construction,38.83,20.31,0.0,0.0,0.0,20.31,8.12,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11844,Mugdha Varty,Kanpur,Zilla Panchayat,Road Construction,30.0,20.3,0.0,0.0,0.0,20.3,8.12,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10425,Meera Banerjee,Kanpur,State Housing Board,Road Construction,21.07,20.28,0.0,0.0,0.0,20.28,8.11,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10207,Yadavi Deshmukh,Nagpur,State Housing Board,Street Lighting,3.55,20.26,0.0,0.0,0.0,20.26,8.11,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11902,Mugdha Varty,Nashik,Municipal Corporation,Community Health Center,28.57,20.24,0.0,0.0,0.0,20.24,8.1,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12100,Owen Bala,Nashik,Public Works Department,Street Lighting,1.64,20.21,0.0,0.0,0.0,20.21,8.09,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11148,Deepa Gala,Pune,Public Works Department,Community Health Center,21.34,20.22,0.0,0.0,0.0,20.22,8.09,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11301,Nicholas Gour,Lucknow,Zilla Panchayat,Road Construction,35.99,20.2,0.0,0.0,0.0,20.2,8.08,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11618,Vanya Suresh,Dharwad,Municipal Corporation,Road Construction,22.5,20.21,0.0,0.0,0.0,20.21,8.08,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12790,Vrinda Biswas,Kanpur,Zilla Panchayat,Street Lighting,1.7,20.2,0.0,0.0,0.0,20.2,8.08,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12651,Meera Banerjee,Mysuru,Zilla Panchayat,Community Health Center,13.35,20.19,0.0,0.0,0.0,20.19,8.07,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10052,Nicholas Gour,Asansol,District Rural Development Agency,Road Construction,24.51,20.16,0.0,0.0,0.0,20.16,8.07,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10153,Azaan Gupta,Kanpur,Municipal Corporation,Road Construction,20.77,20.18,0.0,0.0,0.0,20.18,8.07,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11346,Widisha Yohannan,Dharwad,Public Works Department,Road Construction,27.6,20.16,0.0,0.0,0.0,20.16,8.06,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12985,Yamini Chand,Nashik,Zilla Panchayat,Community Health Center,14.26,20.15,0.0,0.0,0.0,20.15,8.06,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10018,Yamini Chand,Lucknow,Municipal Corporation,School Building Repair,5.7,20.14,0.0,0.0,0.0,20.14,8.06,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11170,Jagat Mangat,Coimbatore,Municipal Corporation,Road Construction,23.62,20.16,0.0,0.0,0.0,20.16,8.06,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10897,Widisha Yohannan,Dharwad,District Rural Development Agency,Drinking Water Supply,18.24,20.15,0.0,0.0,0.0,20.15,8.06,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10217,Ronith Zachariah,Nashik,District Rural Development Agency,Road Construction,15.07,20.14,0.0,0.0,0.0,20.14,8.06,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11941,Ekansh Sami,Howrah,Municipal Corporation,Road Construction,20.73,20.13,0.0,0.0,0.0,20.13,8.05,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10805,Gaurav Chandra,Mysuru,Public Works Department,School Building Repair,3.65,20.11,0.0,0.0,0.0,20.11,8.05,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10643,Krishna Pant,Agra,Public Works Department,Street Lighting,2.06,20.14,0.0,0.0,0.0,20.14,8.05,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12281,Varsha Morar,Pune,Zilla Panchayat,Drainage System,4.02,20.1,0.0,0.0,0.0,20.1,8.04,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10629,Mugdha Varty,Madurai,State Housing Board,Drainage System,5.97,20.1,0.0,0.0,0.0,20.1,8.04,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11047,Ronith Zachariah,Bengaluru Urban,Municipal Corporation,Community Health Center,26.29,20.11,0.0,0.0,0.0,20.11,8.04,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12423,Jagat Mangat,Pune,Zilla Panchayat,School Building Repair,4.21,20.11,0.0,0.0,0.0,20.11,8.04,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12979,Vrinda Biswas,Pune,District Rural Development Agency,Drinking Water Supply,15.18,20.09,0.0,0.0,0.0,20.09,8.04,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11839,Owen Bansal,Asansol,Zilla Panchayat,Street Lighting,2.95,20.08,0.0,0.0,0.0,20.08,8.03,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12879,Gabriel Thaman,Asansol,District Rural Development Agency,Drainage System,5.86,20.07,0.0,0.0,0.0,20.07,8.03,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10246,Hemang Bava,Thane,Municipal Corporation,School Building Repair,6.06,20.08,0.0,0.0,0.0,20.08,8.03,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10248,Yutika Rana,Howrah,Municipal Corporation,Community Health Center,18.36,20.06,0.0,0.0,0.0,20.06,8.03,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12776,Yutika Rana,Thane,Municipal Corporation,Community Health Center,43.97,20.05,0.0,0.0,0.0,20.05,8.02,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11227,Christopher Kadakia,Thane,State Housing Board,Public Toilet Complex,6.52,20.06,0.0,0.0,0.0,20.06,8.02,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10037,Azaan Gupta,Thane,Municipal Corporation,School Building Repair,3.5,20.04,0.0,0.0,0.0,20.04,8.02,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11076,Triya Khatri,Darjeeling,Zilla Panchayat,Street Lighting,1.91,20.03,0.0,0.0,0.0,20.03,8.01,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11363,Onveer Kata,Nashik,Public Works Department,Drinking Water Supply,4.08,20.02,0.0,0.0,0.0,20.02,8.01,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12350,Owen Bala,Lucknow,District Rural Development Agency,Street Lighting,1.84,20.03,0.0,0.0,0.0,20.03,8.01,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11993,Widisha Yohannan,Agra,Municipal Corporation,Community Health Center,26.42,19.99,0.0,0.0,0.0,19.99,8.0,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10106,Gaurav Chandra,Nagpur,Zilla Panchayat,Road Construction,26.33,19.97,0.0,0.0,0.0,19.97,7.99,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11014,Bachittar Choudhry,Nashik,State Housing Board,Road Construction,38.12,19.97,0.0,0.0,0.0,19.97,7.99,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11767,Pallavi Krish,Chennai,Public Works Department,Road Construction,22.63,19.96,0.0,0.0,0.0,19.96,7.99,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10117,Vrinda Biswas,Darjeeling,District Rural Development Agency,Street Lighting,2.11,19.96,0.0,0.0,0.0,19.96,7.99,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10080,Azaan Gupta,Agra,District Rural Development Agency,Road Construction,25.2,19.99,0.0,0.0,0.0,19.99,7.99,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10926,Owen Bansal,Madurai,Zilla Panchayat,Drainage System,17.95,19.97,0.0,0.0,0.0,19.97,7.99,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10256,Gabriel Thaman,Pune,Zilla Panchayat,School Building Repair,9.07,19.96,0.0,0.0,0.0,19.96,7.98,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10572,Pallavi Krish,Chennai,Zilla Panchayat,Road Construction,28.51,19.94,0.0,0.0,0.0,19.94,7.98,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12577,Vanya Suresh,Lucknow,Municipal Corporation,Public Toilet Complex,5.34,19.92,0.0,0.0,0.0,19.92,7.97,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10110,Yamini Chand,Chennai,District Rural Development Agency,Street Lighting,5.33,19.9,0.0,0.0,0.0,19.9,7.96,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10146,Deepa Gala,Asansol,Municipal Corporation,Street Lighting,1.39,19.91,0.0,0.0,0.0,19.91,7.96,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12176,Meera Banerjee,Howrah,Public Works Department,Community Health Center,26.54,19.89,0.0,0.0,0.0,19.89,7.96,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11051,Oliver Sarma,Bengaluru Urban,State Housing Board,Public Toilet Complex,2.08,19.89,0.0,0.0,0.0,19.89,7.95,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12078,Advaith Gole,Madurai,Zilla Panchayat,School Building Repair,3.55,19.87,0.0,0.0,0.0,19.87,7.95,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11419,Bachittar Choudhry,Agra,District Rural Development Agency,Community Health Center,42.24,19.85,0.0,0.0,0.0,19.85,7.94,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12668,Yug Choudhry,Mysuru,Zilla Panchayat,Road Construction,24.72,19.84,0.0,0.0,0.0,19.84,7.94,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12204,Oliver Sarma,Pune,Zilla Panchayat,School Building Repair,6.25,19.84,0.0,0.0,0.0,19.84,7.94,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10184,Vrinda Biswas,Lucknow,Municipal Corporation,Street Lighting,1.69,19.81,0.0,0.0,0.0,19.81,7.93,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11694,Jagat Mangat,Nagpur,District Rural Development Agency,Street Lighting,3.41,19.83,0.0,0.0,0.0,19.83,7.93,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11960,Christopher Kadakia,Thane,State Housing Board,Road Construction,23.04,19.79,0.0,0.0,0.0,19.79,7.92,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10193,Eesha Memon,Madurai,Public Works Department,Drainage System,4.18,19.8,0.0,0.0,0.0,19.8,7.92,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11920,Yutika Rana,Darjeeling,Municipal Corporation,Public Toilet Complex,2.14,19.78,0.0,0.0,0.0,19.78,7.91,LOW,NORMAL,No major anomaly detected by the current risk layers.
