state,district,constituency,mp_name,work_id,work_name,work_category,implementing_agency,sanction_amount,expenditure,physical_progress,start_date,expected_completion_date,actual_completion_date,contractor,latitude,longitude,status,existing_rule_score,data_source,data_label,fund_utilization_pct,progress_expenditure_gap,progress_expenditure_mismatch,cost_overrun_amount,cost_overrun_pct,cost_overrun_flag,planned_duration_days,actual_duration_days,delay_days,timeline_delay_flag,high_fund_utilization,record_id,rule_risk_score,rule_risk_level,rule_reasons,ml_anomaly,ml_anomaly_score,ml_anomaly_status,ml_model,ml_risk_score,hybrid_risk_score,hybrid_risk_level,hybrid_risk_reasons,inspection_priority
,Howrah,,Krishna Pant,W10684,,Community Health Center,State Housing Board,19.75,,,,,,,,,Completed,21.463950654441177,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10684,21.46,LOW,No rule-based risk condition triggered,False,-0.0287,Normal,Isolation Forest,59.43,36.65,LOW,No significant risk indicator detected,LOW
,Kanpur,,Victor Venkataraman,W12738,,Public Toilet Complex,State Housing Board,2.17,,,,,,,,,Completed,21.46233391,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12738,21.46,LOW,No rule-based risk condition triggered,False,-0.0202,Normal,Isolation Forest,80.68,45.15,MEDIUM,No significant risk indicator detected,MEDIUM
,Bengaluru Urban,,Widisha Yohannan,W12388,,Street Lighting,Public Works Department,1.44,,,,,,,,,Completed,21.457238999987855,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12388,21.46,LOW,No rule-based risk condition triggered,False,-0.0113,Normal,Isolation Forest,90.0,48.88,MEDIUM,No significant risk indicator detected,MEDIUM
,Mysuru,,Gabriel Thaman,W11700,,Drinking Water Supply,District Rural Development Agency,9.28,,,,,,,,,Completed,21.455843035642715,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11700,21.46,LOW,No rule-based risk condition triggered,False,-0.032,Normal,Isolation Forest,45.6,31.12,LOW,No significant risk indicator detected,LOW
,Bengaluru Urban,,Widisha Yohannan,W12231,,Street Lighting,State Housing Board,2.63,,,,,,,,,Completed,21.432508404111957,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12231,21.43,LOW,No rule-based risk condition triggered,False,-0.0322,Normal,Isolation Forest,44.8,30.78,LOW,No significant risk indicator detected,LOW
,Asansol,,Deepa Gala,W10831,,School Building Repair,State Housing Board,11.57,,,,,,,,,Ongoing,21.421872761517864,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10831,21.42,LOW,No rule-based risk condition triggered,False,-0.0316,Normal,Isolation Forest,47.67,31.92,LOW,No significant risk indicator detected,LOW
,Salem,,Tanish Iyer,W11588,,Drainage System,Zilla Panchayat,12.51,,,,,,,,,Ongoing,21.41015189030803,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11588,21.41,LOW,No rule-based risk condition triggered,False,-0.0479,Normal,Isolation Forest,4.4,14.61,LOW,No significant risk indicator detected,LOW
,Nagpur,,Owen Bala,W11910,,Drainage System,Public Works Department,8.9,,,,,,,,,Ongoing,21.387483335933148,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11910,21.39,LOW,No rule-based risk condition triggered,False,-0.0417,Normal,Isolation Forest,11.27,17.34,LOW,No significant risk indicator detected,LOW
,Howrah,,Lucky Prashad,W11825,,Road Construction,Zilla Panchayat,30.01,,,,,,,,,Ongoing,21.38208345296026,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11825,21.38,LOW,No rule-based risk condition triggered,False,-0.0346,Normal,Isolation Forest,34.07,26.46,LOW,No significant risk indicator detected,LOW
,Nashik,,Hemang Bava,W12397,,Drinking Water Supply,Public Works Department,13.2,,,,,,,,,Ongoing,21.370036225328388,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12397,21.37,LOW,No rule-based risk condition triggered,False,-0.0333,Normal,Isolation Forest,39.88,28.77,LOW,No significant risk indicator detected,LOW
,Varanasi,,Leena Butala,W10120,,Road Construction,Public Works Department,29.16,,,,,,,,,Ongoing,21.366455315133983,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10120,21.37,LOW,No rule-based risk condition triggered,False,-0.0247,Normal,Isolation Forest,71.85,41.56,MEDIUM,No significant risk indicator detected,MEDIUM
,Pune,,Lucky Prashad,W11777,,Street Lighting,Public Works Department,1.9,,,,,,,,,Completed,21.36076063201192,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11777,21.36,LOW,No rule-based risk condition triggered,False,-0.0145,Normal,Isolation Forest,87.35,47.76,MEDIUM,No significant risk indicator detected,MEDIUM
,Coimbatore,,Widisha Yohannan,W10381,,Road Construction,Municipal Corporation,31.1,,,,,,,,,Ongoing,21.34821617453983,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10381,21.35,LOW,No rule-based risk condition triggered,True,0.0028,Anomaly,Isolation Forest,95.53,51.02,MEDIUM,ML: Isolation Forest identified unusual project characteristics,MEDIUM
,Nashik,,Oliver Sarma,W10047,,Community Health Center,District Rural Development Agency,31.92,,,,,,,,,Ongoing,21.34155441469222,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10047,21.34,LOW,No rule-based risk condition triggered,False,-0.0179,Normal,Isolation Forest,83.97,46.39,MEDIUM,No significant risk indicator detected,MEDIUM
,Kanpur,,Vrinda Biswas,W12093,,Road Construction,State Housing Board,27.65,,,,,,,,,Ongoing,21.330853116815227,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12093,21.33,LOW,No rule-based risk condition triggered,False,-0.0154,Normal,Isolation Forest,86.55,47.42,MEDIUM,No significant risk indicator detected,MEDIUM
,Darjeeling,,Meera Banerjee,W12579,,Street Lighting,Municipal Corporation,1.01,,,,,,,,,Completed,21.32002228,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12579,21.32,LOW,No rule-based risk condition triggered,False,-0.0054,Normal,Isolation Forest,93.2,50.07,MEDIUM,No significant risk indicator detected,MEDIUM
,Kanpur,,Christopher Kadakia,W12431,,Road Construction,Zilla Panchayat,17.53,,,,,,,,,Completed,21.30843653363804,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12431,21.31,LOW,No rule-based risk condition triggered,False,-0.0407,Normal,Isolation Forest,14.47,18.57,LOW,No significant risk indicator detected,LOW
,Varanasi,,Advaith Gole,W10767,,Street Lighting,Zilla Panchayat,1.49,,,,,,,,,Ongoing,21.307598455998345,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10767,21.31,LOW,No rule-based risk condition triggered,False,-0.0374,Normal,Isolation Forest,23.92,22.35,LOW,No significant risk indicator detected,LOW
,Chennai,,Gaurav Chandra,W10308,,Road Construction,Zilla Panchayat,8.49,,,,,,,,,Ongoing,21.29055132236764,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10308,21.29,LOW,No rule-based risk condition triggered,False,-0.0391,Normal,Isolation Forest,19.33,20.51,LOW,No significant risk indicator detected,LOW
,Madurai,,Hemang Bava,W12983,,Community Health Center,State Housing Board,42.91,,,,,,,,,Completed,21.27890308218175,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12983,21.28,LOW,No rule-based risk condition triggered,True,0.0067,Anomaly,Isolation Forest,96.88,51.52,MEDIUM,ML: Isolation Forest identified unusual project characteristics,MEDIUM
,Kolkata,,Oliver Sarma,W11745,,Public Toilet Complex,State Housing Board,4.52,,,,,,,,,Completed,21.27325536409105,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11745,21.27,LOW,No rule-based risk condition triggered,False,-0.0346,Normal,Isolation Forest,34.07,26.39,LOW,No significant risk indicator detected,LOW
,Kolkata,,Owen Bala,W11219,,Street Lighting,Municipal Corporation,3.35,,,,,,,,,Ongoing,21.23256579882932,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11219,21.23,LOW,No rule-based risk condition triggered,False,-0.0207,Normal,Isolation Forest,79.65,44.6,MEDIUM,No significant risk indicator detected,MEDIUM
,Mysuru,,Azaan Gupta,W10263,,Street Lighting,Zilla Panchayat,1.72,,,,,,,,,Ongoing,21.229734646805863,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10263,21.23,LOW,No rule-based risk condition triggered,False,-0.039,Normal,Isolation Forest,19.5,20.54,LOW,No significant risk indicator detected,LOW
,Madurai,,Victor Venkataraman,W11100,,Drinking Water Supply,Zilla Panchayat,13.98,,,,,,,,,Completed,21.209115032981064,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11100,21.21,LOW,No rule-based risk condition triggered,False,-0.0433,Normal,Isolation Forest,8.88,16.28,LOW,No significant risk indicator detected,LOW
,Dharwad,,Ronith Zachariah,W12677,,Street Lighting,State Housing Board,3.51,,,,,,,,,Ongoing,21.200438092385166,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12677,21.2,LOW,No rule-based risk condition triggered,False,-0.0354,Normal,Isolation Forest,30.77,25.03,LOW,No significant risk indicator detected,LOW
,Pune,,Rayaan Mand,W11116,,Public Toilet Complex,Zilla Panchayat,6.01,,,,,,,,,Ongoing,21.199357585977356,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11116,21.2,LOW,No rule-based risk condition triggered,False,-0.0403,Normal,Isolation Forest,15.43,18.89,LOW,No significant risk indicator detected,LOW
,Madurai,,Owen Bansal,W12540,,Drainage System,District Rural Development Agency,10.9,,,,,,,,,Ongoing,21.19115749243872,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12540,21.19,LOW,No rule-based risk condition triggered,False,-0.0401,Normal,Isolation Forest,15.92,19.08,LOW,No significant risk indicator detected,LOW
,Nashik,,Meera Banerjee,W11019,,Street Lighting,State Housing Board,4.29,,,,,,,,,Completed,21.18580368421366,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11019,21.19,LOW,No rule-based risk condition triggered,False,-0.0363,Normal,Isolation Forest,27.15,23.57,LOW,No significant risk indicator detected,LOW
,Howrah,,Onveer Kata,W12793,,Drinking Water Supply,State Housing Board,20.0,,,,,,,,,Completed,21.174865944340585,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12793,21.17,LOW,No rule-based risk condition triggered,False,-0.0142,Normal,Isolation Forest,87.73,47.79,MEDIUM,No significant risk indicator detected,MEDIUM
,Thane,,Mugdha Varty,W10486,,Drainage System,Municipal Corporation,14.53,,,,,,,,,Completed,21.161833505062912,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10486,21.16,LOW,No rule-based risk condition triggered,False,-0.0275,Normal,Isolation Forest,63.62,38.14,LOW,No significant risk indicator detected,LOW
,Madurai,,Yug Choudhry,W10131,,Drinking Water Supply,Zilla Panchayat,19.26,,,,,,,,,Completed,21.15220426,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10131,21.15,LOW,No rule-based risk condition triggered,False,-0.0268,Normal,Isolation Forest,65.85,39.03,LOW,No significant risk indicator detected,LOW
,Lucknow,,Victor Venkataraman,W11763,,Road Construction,State Housing Board,28.83,,,,,,,,,Ongoing,21.13586027893361,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11763,21.14,LOW,No rule-based risk condition triggered,False,-0.0144,Normal,Isolation Forest,87.45,47.66,MEDIUM,No significant risk indicator detected,MEDIUM
,Mysuru,,Yamini Chand,W11208,,School Building Repair,District Rural Development Agency,4.16,,,,,,,,,Completed,21.13499536843449,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11208,21.13,LOW,No rule-based risk condition triggered,False,-0.0212,Normal,Isolation Forest,78.55,44.1,MEDIUM,No significant risk indicator detected,MEDIUM
,Agra,,Sanya Swamy,W10296,,Community Health Center,State Housing Board,16.69,,,,,,,,,Ongoing,21.13272166239992,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10296,21.13,LOW,No rule-based risk condition triggered,False,-0.0318,Normal,Isolation Forest,46.62,31.33,LOW,No significant risk indicator detected,LOW
,Agra,,Lucky Prashad,W11831,,Road Construction,Public Works Department,27.47,,,,,,,,,Ongoing,21.109876517435097,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11831,21.11,LOW,No rule-based risk condition triggered,False,-0.0283,Normal,Isolation Forest,60.58,36.9,LOW,No significant risk indicator detected,LOW
,Thane,,Leena Butala,W12354,,Street Lighting,Public Works Department,1.11,,,,,,,,,Ongoing,21.0832527189114,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12354,21.08,LOW,No rule-based risk condition triggered,False,-0.0225,Normal,Isolation Forest,76.12,43.1,MEDIUM,No significant risk indicator detected,MEDIUM
,Asansol,,Jagat Mangat,W11581,,Drinking Water Supply,Zilla Panchayat,6.27,,,,,,,,,Completed,21.0724247063346,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11581,21.07,LOW,No rule-based risk condition triggered,False,-0.0385,Normal,Isolation Forest,20.82,20.97,LOW,No significant risk indicator detected,LOW
,Nashik,,Rayaan Mand,W10947,,Road Construction,Zilla Panchayat,23.71,,,,,,,,,Completed,21.06970240555378,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10947,21.07,LOW,No rule-based risk condition triggered,False,-0.0375,Normal,Isolation Forest,23.62,22.09,LOW,No significant risk indicator detected,LOW
,Salem,,Advaith Gole,W10250,,Community Health Center,Municipal Corporation,31.35,,,,,,,,,Ongoing,21.059761272953743,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10250,21.06,LOW,No rule-based risk condition triggered,False,-0.0075,Normal,Isolation Forest,92.37,49.58,MEDIUM,No significant risk indicator detected,MEDIUM
,Kolkata,,Harrison Kapur,W10240,,Community Health Center,District Rural Development Agency,33.91,,,,,,,,,Completed,21.05689225022264,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10240,21.06,LOW,No rule-based risk condition triggered,False,-0.0239,Normal,Isolation Forest,73.77,42.14,MEDIUM,No significant risk indicator detected,MEDIUM
,Salem,,Bachittar Choudhry,W11283,,Public Toilet Complex,District Rural Development Agency,13.640865566559969,,,,,,,,,Completed,21.043186683374497,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11283,21.04,LOW,No rule-based risk condition triggered,False,-0.0252,Normal,Isolation Forest,70.22,40.71,MEDIUM,No significant risk indicator detected,MEDIUM
,Kolkata,,Meera Banerjee,W12866,,School Building Repair,District Rural Development Agency,3.5,,,,,,,,,Completed,21.04106914783649,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12866,21.04,LOW,No rule-based risk condition triggered,False,-0.0151,Normal,Isolation Forest,86.73,47.32,MEDIUM,No significant risk indicator detected,MEDIUM
,Howrah,,Harrison Kapur,W10277,,Street Lighting,Public Works Department,5.99,,,,,,,,,Completed,21.00568553079664,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10277,21.01,LOW,No rule-based risk condition triggered,False,-0.0188,Normal,Isolation Forest,82.55,45.63,MEDIUM,No significant risk indicator detected,MEDIUM
,Chennai,,Eesha Memon,W12074,,School Building Repair,District Rural Development Agency,11.0,,,,,,,,,Completed,21.005351577786247,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12074,21.01,LOW,No rule-based risk condition triggered,False,-0.0289,Normal,Isolation Forest,58.82,36.13,LOW,No significant risk indicator detected,LOW
,Thane,,Meera Banerjee,W12900,,Road Construction,Public Works Department,19.02,,,,,,,,,Ongoing,20.991647029602525,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12900,20.99,LOW,No rule-based risk condition triggered,False,-0.0399,Normal,Isolation Forest,16.53,19.21,LOW,No significant risk indicator detected,LOW
,Kolkata,,Gaurav Chandra,W10060,,Community Health Center,District Rural Development Agency,33.68,,,,,,,,,Completed,20.97797341,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10060,20.98,LOW,No rule-based risk condition triggered,False,-0.0252,Normal,Isolation Forest,70.22,40.68,MEDIUM,No significant risk indicator detected,MEDIUM
,Asansol,,Eesha Memon,W10291,,Street Lighting,Municipal Corporation,1.57,,,,,,,,,Ongoing,20.976929452003503,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10291,20.98,LOW,No rule-based risk condition triggered,False,-0.0116,Normal,Isolation Forest,89.73,48.48,MEDIUM,No significant risk indicator detected,MEDIUM
,Varanasi,,Nicholas Gour,W11295,,Community Health Center,Municipal Corporation,32.53,,,,,,,,,Completed,20.974288751164227,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11295,20.97,LOW,No rule-based risk condition triggered,False,-0.01,Normal,Isolation Forest,90.88,48.93,MEDIUM,No significant risk indicator detected,MEDIUM
,Nagpur,,Vrinda Biswas,W11705,,Community Health Center,Public Works Department,15.95,,,,,,,,,Completed,20.97403953149995,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11705,20.97,LOW,No rule-based risk condition triggered,False,-0.029,Normal,Isolation Forest,58.33,35.91,LOW,No significant risk indicator detected,LOW
,Lucknow,,Owen Bala,W12086,,Drinking Water Supply,State Housing Board,7.91,,,,,,,,,Completed,20.964842001148625,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12086,20.96,LOW,No rule-based risk condition triggered,False,-0.0284,Normal,Isolation Forest,60.32,36.7,LOW,No significant risk indicator detected,LOW
,Salem,,Harrison Kapur,W12708,,Community Health Center,District Rural Development Agency,37.96,,,,,,,,,Ongoing,20.945297619207523,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12708,20.95,LOW,No rule-based risk condition triggered,False,-0.009,Normal,Isolation Forest,91.53,49.18,MEDIUM,No significant risk indicator detected,MEDIUM
,Coimbatore,,Odika Naik,W11708,,Community Health Center,District Rural Development Agency,17.66,,,,,,,,,Ongoing,20.94483453146812,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11708,20.94,LOW,No rule-based risk condition triggered,False,-0.0301,Normal,Isolation Forest,53.48,33.96,LOW,No significant risk indicator detected,LOW
,Chennai,,Ria Ratta,W11139,,School Building Repair,State Housing Board,10.27,,,,,,,,,Ongoing,20.94299950050386,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11139,20.94,LOW,No rule-based risk condition triggered,False,-0.0325,Normal,Isolation Forest,43.38,29.92,LOW,No significant risk indicator detected,LOW
,Agra,,Krishna Pant,W12884,,Road Construction,Zilla Panchayat,31.51,,,,,,,,,Completed,20.894579500277032,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12884,20.89,LOW,No rule-based risk condition triggered,False,-0.0237,Normal,Isolation Forest,74.17,42.2,MEDIUM,No significant risk indicator detected,MEDIUM
,Pune,,Yadavi Deshmukh,W10537,,Community Health Center,Zilla Panchayat,18.69,,,,,,,,,Completed,20.89088077022389,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10537,20.89,LOW,No rule-based risk condition triggered,False,-0.0296,Normal,Isolation Forest,55.85,34.87,LOW,No significant risk indicator detected,LOW
