work_id,mp_name,district,implementing_agency,work_category,final_risk_score,risk_level,inspection_priority,general_risk,fund_risk,timeline_risk,duplicate_risk,base_risk,explanation,why_flagged,recommended_action
W10222,Odika Naik,Pune,Public Works Department,School Building Repair,7.4,LOW,NORMAL,18.5,0.0,0.0,0.0,18.5,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10724,Nicholas Gour,Varanasi,Municipal Corporation,Community Health Center,7.4,LOW,NORMAL,18.5,0.0,0.0,0.0,18.5,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10042,Owen Bala,Asansol,State Housing Board,Public Toilet Complex,7.4,LOW,NORMAL,18.5,0.0,0.0,0.0,18.5,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11945,Tanish Iyer,Darjeeling,Zilla Panchayat,Community Health Center,7.4,LOW,NORMAL,18.49,0.0,0.0,0.0,18.49,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12962,Oliver Sarma,Asansol,District Rural Development Agency,Community Health Center,7.39,LOW,NORMAL,18.48,0.0,0.0,0.0,18.48,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12127,Mugdha Varty,Varanasi,District Rural Development Agency,Drainage System,7.39,LOW,NORMAL,18.46,0.0,0.0,0.0,18.46,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11944,Ria Ratta,Mysuru,Public Works Department,Road Construction,7.38,LOW,NORMAL,18.45,0.0,0.0,0.0,18.45,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11483,Meera Banerjee,Coimbatore,Public Works Department,Drainage System,7.38,LOW,NORMAL,18.46,0.0,0.0,0.0,18.46,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11979,Yadavi Deshmukh,Nagpur,Municipal Corporation,Road Construction,7.38,LOW,NORMAL,18.46,0.0,0.0,0.0,18.46,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12280,Mugdha Varty,Madurai,State Housing Board,School Building Repair,7.37,LOW,NORMAL,18.41,0.0,0.0,0.0,18.41,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10356,Christopher Kadakia,Belagavi,Public Works Department,Street Lighting,7.37,LOW,NORMAL,18.42,0.0,0.0,0.0,18.42,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10679,Tanish Iyer,Howrah,District Rural Development Agency,Public Toilet Complex,7.37,LOW,NORMAL,18.42,0.0,0.0,0.0,18.42,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11178,Rayaan Mand,Asansol,State Housing Board,Road Construction,7.37,LOW,NORMAL,18.43,0.0,0.0,0.0,18.43,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12604,Meera Banerjee,Dharwad,Zilla Panchayat,Road Construction,7.37,LOW,NORMAL,18.43,0.0,0.0,0.0,18.43,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10096,Owen Bansal,Agra,State Housing Board,Community Health Center,7.36,LOW,NORMAL,18.39,0.0,0.0,0.0,18.39,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10716,Ria Ratta,Nagpur,Municipal Corporation,School Building Repair,7.36,LOW,NORMAL,18.39,0.0,0.0,0.0,18.39,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11823,Tanish Iyer,Nagpur,District Rural Development Agency,Public Toilet Complex,7.35,LOW,NORMAL,18.38,0.0,0.0,0.0,18.38,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11835,Nicholas Gour,Dharwad,Zilla Panchayat,Street Lighting,7.35,LOW,NORMAL,18.38,0.0,0.0,0.0,18.38,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11720,Yadavi Deshmukh,Varanasi,Public Works Department,School Building Repair,7.35,LOW,NORMAL,18.39,0.0,0.0,0.0,18.39,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12628,Harrison Kapur,Chennai,Municipal Corporation,Drinking Water Supply,7.35,LOW,NORMAL,18.39,0.0,0.0,0.0,18.39,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11781,Hemang Bava,Madurai,District Rural Development Agency,Road Construction,7.35,LOW,NORMAL,18.38,0.0,0.0,0.0,18.38,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10680,Leena Butala,Lucknow,Public Works Department,School Building Repair,7.34,LOW,NORMAL,18.36,0.0,0.0,0.0,18.36,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12420,Triya Khatri,Dharwad,Municipal Corporation,Road Construction,7.34,LOW,NORMAL,18.35,0.0,0.0,0.0,18.35,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11469,Gaurav Chandra,Nagpur,Municipal Corporation,Road Construction,7.34,LOW,NORMAL,18.35,0.0,0.0,0.0,18.35,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10544,Pallavi Krish,Chennai,District Rural Development Agency,School Building Repair,7.34,LOW,NORMAL,18.35,0.0,0.0,0.0,18.35,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10936,Yug Choudhry,Agra,Public Works Department,Public Toilet Complex,7.34,LOW,NORMAL,18.34,0.0,0.0,0.0,18.34,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
