work_id,mp_name,district,implementing_agency,work_category,cost_estimate_lakhs,status,risk_score,reasons_text
W11833,Tanish Iyer,Chennai,District Rural Development Agency,Drinking Water Supply,19.36,Completed,19.201461950481146,Flagged by ML pattern only
W12391,Mugdha Varty,Dharwad,Zilla Panchayat,Drainage System,9.27,Completed,19.19576431098415,Flagged by ML pattern only
W12417,Pallavi Krish,Darjeeling,Zilla Panchayat,Drainage System,9.84,Completed,19.19117971,Flagged by ML pattern only
W11213,Vanya Suresh,Bengaluru Urban,Public Works Department,School Building Repair,3.4,Completed,19.17677122644433,Flagged by ML pattern only
W10317,Victor Venkataraman,Chennai,State Housing Board,School Building Repair,9.64,Completed,19.146047523654556,Flagged by ML pattern only
W10937,Yutika Rana,Kanpur,Municipal Corporation,Street Lighting,3.88,Completed,19.145192557285664,Flagged by ML pattern only
W10630,Eesha Memon,Dharwad,Zilla Panchayat,Road Construction,20.95,Ongoing,19.118275685492502,Still ongoing 2+ years after sanction
W11814,Ekansh Sami,Madurai,Municipal Corporation,Community Health Center,13.07,Ongoing,19.10934257387944,Still ongoing 2+ years after sanction
W11095,Hemang Bava,Chennai,State Housing Board,Street Lighting,3.82,Completed,19.092444128979853,Flagged by ML pattern only
W12058,Rayaan Mand,Chennai,District Rural Development Agency,School Building Repair,13.82,Ongoing,19.07931926519301,Still ongoing 2+ years after sanction
W12527,Vanya Suresh,Pune,State Housing Board,Community Health Center,17.67,Completed,19.07749492469269,Flagged by ML pattern only
W11358,Deepa Gala,Madurai,Public Works Department,Community Health Center,37.56,Completed,19.075036282796273,Flagged by ML pattern only
W12546,Tanish Iyer,Pune,Zilla Panchayat,Public Toilet Complex,6.48,Completed,19.061862877544456,Agency handles a disproportionate share of Pune's works
W11467,Sanya Swamy,Kolkata,Public Works Department,Road Construction,38.84,Completed,19.05242542,Flagged by ML pattern only
W11632,Jagat Mangat,Thane,Public Works Department,Road Construction,24.59,Ongoing,19.025597258917617,Still ongoing 2+ years after sanction
W12279,Triya Khatri,Mysuru,District Rural Development Agency,Street Lighting,2.13,Completed,19.02121071081995,Flagged by ML pattern only
W10988,Advaith Gole,Coimbatore,State Housing Board,Public Toilet Complex,2.86,Completed,19.020559515546207,Flagged by ML pattern only
W11371,Ishwar Boase,Nagpur,Public Works Department,Road Construction,24.98,Completed,19.01135712854742,Flagged by ML pattern only
W11619,Advaith Gole,Dharwad,Municipal Corporation,Public Toilet Complex,5.52,Completed,19.003604442782137,Flagged by ML pattern only
W12807,Nicholas Gour,Bengaluru Urban,Zilla Panchayat,Community Health Center,22.73,Ongoing,18.96479662532177,Still ongoing 2+ years after sanction
W11683,Ria Ratta,Nashik,Municipal Corporation,Road Construction,20.69,Ongoing,18.963894976902214,Still ongoing 2+ years after sanction
W10773,Christopher Kadakia,Asansol,Zilla Panchayat,School Building Repair,10.93,Completed,18.960442073522273,Flagged by ML pattern only
W12072,Advaith Gole,Salem,Municipal Corporation,Public Toilet Complex,7.34,Ongoing,18.95923495848966,Still ongoing 2+ years after sanction
W11921,Lucky Prashad,Mysuru,Zilla Panchayat,Road Construction,25.18,Completed,18.92927722430127,Flagged by ML pattern only
W11808,Krishna Pant,Bengaluru Urban,District Rural Development Agency,Drinking Water Supply,16.46,Completed,18.922543480825023,Flagged by ML pattern only
W12456,Varsha Morar,Darjeeling,Public Works Department,Road Construction,29.46,Ongoing,18.897753628988696,Flagged by ML pattern only
W12631,Owen Bansal,Nagpur,Zilla Panchayat,Community Health Center,27.98,Completed,18.895787549761714,Flagged by ML pattern only
W10294,Christopher Kadakia,Nagpur,Public Works Department,Community Health Center,21.55,Completed,18.891146927206897,Flagged by ML pattern only
W10641,Pallavi Krish,Kanpur,Municipal Corporation,Drainage System,7.41,Completed,18.869732094149903,Flagged by ML pattern only
W11321,Eesha Memon,Lucknow,District Rural Development Agency,Road Construction,20.52,Ongoing,18.86925660665004,Still ongoing 2+ years after sanction
W11598,Harrison Kapur,Bengaluru Urban,District Rural Development Agency,Drainage System,3.47,Completed,18.867195196066582,Flagged by ML pattern only
W12110,Advaith Gole,Agra,District Rural Development Agency,School Building Repair,4.81,Completed,18.86069879321904,Flagged by ML pattern only
W11966,Owen Bansal,Thane,State Housing Board,Street Lighting,1.43,Completed,18.842306795968554,Flagged by ML pattern only
W10226,Meera Banerjee,Agra,Zilla Panchayat,Street Lighting,2.64,Ongoing,18.838812032374832,Still ongoing 2+ years after sanction
W10181,Jagat Mangat,Salem,Municipal Corporation,Road Construction,30.44,Completed,18.831426576542203,Flagged by ML pattern only
W12967,Yutika Rana,Agra,Municipal Corporation,Road Construction,20.47,Completed,18.82709905,Flagged by ML pattern only
W12141,Odika Naik,Madurai,Zilla Panchayat,Public Toilet Complex,2.93,Completed,18.804548167444562,Flagged by ML pattern only
W11868,Deepa Gala,Howrah,Zilla Panchayat,Road Construction,37.69,Completed,18.791002688303774,Flagged by ML pattern only
W12541,Vanya Suresh,Darjeeling,Zilla Panchayat,Street Lighting,1.92,Completed,18.783899635847202,Flagged by ML pattern only
W11981,Tanish Iyer,Kolkata,District Rural Development Agency,Community Health Center,22.72,Ongoing,18.781139495079813,Still ongoing 2+ years after sanction
W12835,Lucky Prashad,Madurai,Zilla Panchayat,Community Health Center,18.83,Ongoing,18.774012387194784,Still ongoing 2+ years after sanction
W10418,Vrinda Biswas,Agra,Zilla Panchayat,Community Health Center,20.87,Completed,18.77004028217934,Flagged by ML pattern only
W12460,Owen Bansal,Asansol,State Housing Board,Drinking Water Supply,13.97,Completed,18.768015415584493,Flagged by ML pattern only
W11066,Bachittar Choudhry,Thane,Zilla Panchayat,Road Construction,22.36,Ongoing,18.736650462279172,Still ongoing 2+ years after sanction
W10444,Yug Choudhry,Kanpur,Public Works Department,Public Toilet Complex,2.45,Completed,18.73353010005162,Flagged by ML pattern only
W12357,Yug Choudhry,Mysuru,District Rural Development Agency,Road Construction,8.72,Completed,18.710992525478403,Flagged by ML pattern only
W11494,Gabriel Thaman,Bengaluru Urban,Municipal Corporation,Street Lighting,1.3,Completed,18.70693028479437,Flagged by ML pattern only
W11298,Advaith Gole,Salem,Public Works Department,Drainage System,3.08,Completed,18.70028352731228,Flagged by ML pattern only
W12383,Mugdha Varty,Howrah,Zilla Panchayat,School Building Repair,3.66,Completed,18.691866340247312,Flagged by ML pattern only
W10995,Mugdha Varty,Belagavi,Public Works Department,Road Construction,25.65,Ongoing,18.688037886533465,Still ongoing 2+ years after sanction
W10710,Onveer Kata,Lucknow,Public Works Department,Road Construction,18.67,Completed,18.68196970186626,Flagged by ML pattern only
W10553,Hemang Bava,Darjeeling,State Housing Board,Road Construction,17.82,Ongoing,18.678266212186912,Still ongoing 2+ years after sanction
W10258,Jagat Mangat,Pune,Zilla Panchayat,Road Construction,23.35,Ongoing,18.670516670067656,Agency handles a disproportionate share of Pune's works
W11446,Varsha Morar,Lucknow,Public Works Department,Drainage System,5.97,Completed,18.656137838579035,Flagged by ML pattern only
W11287,Leena Butala,Kanpur,District Rural Development Agency,Street Lighting,4.67,Completed,18.645683701695052,Flagged by ML pattern only
W11605,Advaith Gole,Nagpur,District Rural Development Agency,Public Toilet Complex,4.69,Completed,18.617733680191627,Flagged by ML pattern only
W12562,Deepa Gala,Kolkata,Public Works Department,Drainage System,7.57,Ongoing,18.616453168230855,Still ongoing 2+ years after sanction
W10828,Azaan Gupta,Nagpur,Zilla Panchayat,Public Toilet Complex,6.22,Completed,18.60809222998721,Flagged by ML pattern only
W10187,Vanya Suresh,Thane,Municipal Corporation,Road Construction,33.37,Completed,18.600024572845456,Flagged by ML pattern only
W12201,Ronith Zachariah,Agra,District Rural Development Agency,Drinking Water Supply,18.93,Completed,18.59457774048905,Flagged by ML pattern only
W12800,Pallavi Krish,Pune,State Housing Board,Public Toilet Complex,5.06,Completed,18.586696106891942,Flagged by ML pattern only
W12864,Yutika Rana,Belagavi,State Housing Board,Community Health Center,25.4,Ongoing,18.58302741382642,Still ongoing 2+ years after sanction
W11008,Leena Butala,Bengaluru Urban,State Housing Board,Road Construction,9.27,Completed,18.56691428,Flagged by ML pattern only
W10603,Christopher Kadakia,Mysuru,State Housing Board,Street Lighting,2.39,Ongoing,18.55572448,Still ongoing 2+ years after sanction
W11134,Vrinda Biswas,Mysuru,State Housing Board,Public Toilet Complex,2.14,Completed,18.549565741406987,Flagged by ML pattern only
W11933,Advaith Gole,Thane,Municipal Corporation,Road Construction,19.79,Ongoing,18.54820085301881,Still ongoing 2+ years after sanction
W12325,Tanish Iyer,Salem,State Housing Board,Road Construction,23.51,Ongoing,18.54817018,Still ongoing 2+ years after sanction
W10025,Yug Choudhry,Mysuru,Zilla Panchayat,Community Health Center,10.09,Completed,18.54799124738656,Flagged by ML pattern only
W11717,Azaan Gupta,Darjeeling,State Housing Board,Community Health Center,20.61,Ongoing,18.547636150266005,Still ongoing 2+ years after sanction
W11797,Jagat Mangat,Kanpur,Municipal Corporation,Drinking Water Supply,19.14,Completed,18.542523777002007,Flagged by ML pattern only
W10167,Meera Banerjee,Dharwad,Zilla Panchayat,Street Lighting,2.87,Ongoing,18.541030557722113,Still ongoing 2+ years after sanction
W12209,Jagat Mangat,Kolkata,State Housing Board,School Building Repair,4.87,Ongoing,18.528778382101553,Still ongoing 2+ years after sanction
W11882,Triya Khatri,Chennai,Public Works Department,Road Construction,34.35,Completed,18.523021545962823,Flagged by ML pattern only
W12946,Owen Bala,Kanpur,Municipal Corporation,Street Lighting,1.96,Ongoing,18.51520851167264,Still ongoing 2+ years after sanction
W12278,Varsha Morar,Darjeeling,Municipal Corporation,Public Toilet Complex,6.71,Completed,18.510370831637612,Flagged by ML pattern only
W10042,Owen Bala,Asansol,State Housing Board,Public Toilet Complex,7.89,Completed,18.49901371366489,Flagged by ML pattern only
W10222,Odika Naik,Pune,Public Works Department,School Building Repair,8.01,Completed,18.497999389792362,Flagged by ML pattern only
W10724,Nicholas Gour,Varanasi,Municipal Corporation,Community Health Center,24.91,Ongoing,18.497538173752517,Still ongoing 2+ years after sanction
W11945,Tanish Iyer,Darjeeling,Zilla Panchayat,Community Health Center,22.01,Ongoing,18.491896064029405,Still ongoing 2+ years after sanction
W12962,Oliver Sarma,Asansol,District Rural Development Agency,Community Health Center,14.75,Completed,18.48446523125555,Flagged by ML pattern only
W12127,Mugdha Varty,Varanasi,District Rural Development Agency,Drainage System,9.7,Completed,18.46400620754644,Flagged by ML pattern only
W11483,Meera Banerjee,Coimbatore,Public Works Department,Drainage System,11.07,Completed,18.46205690355364,Flagged by ML pattern only
W11979,Yadavi Deshmukh,Nagpur,Municipal Corporation,Road Construction,37.14,Completed,18.456168005350946,Flagged by ML pattern only
W11944,Ria Ratta,Mysuru,Public Works Department,Road Construction,21.17,Completed,18.44609583857041,Flagged by ML pattern only
W12604,Meera Banerjee,Dharwad,Zilla Panchayat,Road Construction,9.66,Completed,18.42991016771959,Flagged by ML pattern only
W11178,Rayaan Mand,Asansol,State Housing Board,Road Construction,14.45,Completed,18.427472215486084,Flagged by ML pattern only
W10679,Tanish Iyer,Howrah,District Rural Development Agency,Public Toilet Complex,5.48,Ongoing,18.422184444961516,Still ongoing 2+ years after sanction
W10356,Christopher Kadakia,Belagavi,Public Works Department,Street Lighting,2.01,Ongoing,18.420553054340136,Still ongoing 2+ years after sanction
W12280,Mugdha Varty,Madurai,State Housing Board,School Building Repair,4.22,Ongoing,18.412957461991862,Still ongoing 2+ years after sanction
W10096,Owen Bansal,Agra,State Housing Board,Community Health Center,19.75,Ongoing,18.394059517212074,Still ongoing 2+ years after sanction
W10716,Ria Ratta,Nagpur,Municipal Corporation,School Building Repair,4.4,Completed,18.39042729786507,Flagged by ML pattern only
W12628,Harrison Kapur,Chennai,Municipal Corporation,Drinking Water Supply,17.48,Completed,18.38616168185662,Flagged by ML pattern only
W11720,Yadavi Deshmukh,Varanasi,Public Works Department,School Building Repair,9.54,Completed,18.38549926,Flagged by ML pattern only
W11823,Tanish Iyer,Nagpur,District Rural Development Agency,Public Toilet Complex,4.25,Ongoing,18.381884776954625,Still ongoing 2+ years after sanction
W11781,Hemang Bava,Madurai,District Rural Development Agency,Road Construction,6.16,Completed,18.37880986833767,Flagged by ML pattern only
W11835,Nicholas Gour,Dharwad,Zilla Panchayat,Street Lighting,2.89,Ongoing,18.37748207884901,Still ongoing 2+ years after sanction
W10680,Leena Butala,Lucknow,Public Works Department,School Building Repair,11.42,Completed,18.360764493196996,Flagged by ML pattern only
W10544,Pallavi Krish,Chennai,District Rural Development Agency,School Building Repair,4.89,Completed,18.35486083301315,Flagged by ML pattern only
W12420,Triya Khatri,Dharwad,Municipal Corporation,Road Construction,12.62,Ongoing,18.349609789908516,Still ongoing 2+ years after sanction
W11469,Gaurav Chandra,Nagpur,Municipal Corporation,Road Construction,27.07,Completed,18.34522014009466,Flagged by ML pattern only
W10936,Yug Choudhry,Agra,Public Works Department,Public Toilet Complex,2.41,Ongoing,18.340584080602053,Still ongoing 2+ years after sanction
W10325,Ria Ratta,Mysuru,Zilla Panchayat,Public Toilet Complex,2.07,Ongoing,18.340194981933518,Still ongoing 2+ years after sanction
W10955,Meera Banerjee,Salem,State Housing Board,Road Construction,29.94,Completed,18.338846813018193,Flagged by ML pattern only
W11592,Tanish Iyer,Coimbatore,Zilla Panchayat,Drinking Water Supply,18.37,Ongoing,18.30808815376379,Still ongoing 2+ years after sanction
W11229,Victor Venkataraman,Coimbatore,District Rural Development Agency,Street Lighting,2.99,Ongoing,18.298272962839174,Still ongoing 2+ years after sanction
W11578,Harrison Kapur,Chennai,Zilla Panchayat,Road Construction,27.81,Completed,18.267513088449444,Flagged by ML pattern only
W12136,Harrison Kapur,Thane,District Rural Development Agency,Road Construction,8.9,Ongoing,18.26397636490957,Still ongoing 2+ years after sanction
W10726,Krishna Pant,Pune,Zilla Panchayat,School Building Repair,5.49,Completed,18.243978552155596,Agency handles a disproportionate share of Pune's works
W11905,Oliver Sarma,Kanpur,Public Works Department,Road Construction,21,Ongoing,18.239212612173606,Still ongoing 2+ years after sanction
W10445,Sanya Swamy,Madurai,Municipal Corporation,School Building Repair,4.93,Completed,18.238416112313892,Flagged by ML pattern only
W11752,Triya Khatri,Dharwad,Zilla Panchayat,Street Lighting,2.45,Ongoing,18.20916644711611,Still ongoing 2+ years after sanction
W12530,Azaan Gupta,Thane,District Rural Development Agency,Street Lighting,2.46,Ongoing,18.205936114380776,Still ongoing 2+ years after sanction
W12219,Varsha Morar,Asansol,Municipal Corporation,Street Lighting,4,Completed,18.20514789986444,Flagged by ML pattern only
W11399,Advaith Gole,Thane,Zilla Panchayat,Road Construction,20.47,Ongoing,18.20376023786605,Still ongoing 2+ years after sanction
W12660,Lucky Prashad,Asansol,Municipal Corporation,Road Construction,11.07,Ongoing,18.199306634227572,Still ongoing 2+ years after sanction
W11184,Vrinda Biswas,Chennai,Zilla Panchayat,Drainage System,7.42,Ongoing,18.18985560594558,Still ongoing 2+ years after sanction
